ID,Year,Week_Number,Date,Rental_Company,Equipment_Type,Equipment_Number,Equipment_Description,Date_Rental_Started,Projected_End_Date,PO_Number,Service_Now_Request_Number,Monthly_Rate ($),Comments
"1612","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT20D10131","15500 PNEU DFP","12/19/2018 12:00:00 AM","12/13/2025 12:00:00 AM","B970896","390168","2400.00",""
"1613","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","ATB3150160","6000 ELEC","12/19/2012 12:00:00 AM","12/15/2025 12:00:00 AM","B972459","390574","975.00",""
"1614","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","Y08PH0000804","4000 ELEC","10/18/2011 12:00:00 AM","12/17/2025 12:00:00 AM","B965348","388517","900.00"," "
"1615","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19D50380","9000 PNEU D","4/4/2025 12:00:00 AM","10/4/2025 12:00:00 AM","B982680","392315","1750.00",""
"1616","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","A2EC361868","5000 Elect","3/20/2009 12:00:00 AM","12/19/2025 12:00:00 AM","B965346","388504","900.00",""
"1617","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50597","9000 Pneu DC","11/1/2022 12:00:00 AM","12/22/2025 12:00:00 AM","B970895","390259","1200.00",""
"1618","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT13G60448","6,500 Pneu LPG","6/16/2025 12:00:00 AM","12/15/2025 12:00:00 AM","B992780","26230","1450.00"," "
"1619","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19C80420","10000 PNEU D","5/1/2009 12:00:00 AM","12/31/2025 12:00:00 AM","B965347","388506","1100.00",""
"1620","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT3530622","5000 PNEU D","12/30/2010 12:00:00 AM","12/31/2025 12:00:00 AM","B970894","389171","850.00",""
"1621","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT3533469","5000 PNEU LP","4/15/2014 12:00:00 AM","12/31/2025 12:00:00 AM","B971100","390304","850.00"," "
"1622","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT82D90034","5000 SHORT MAST","12/28/2009 12:00:00 AM","12/31/2025 12:00:00 AM","B970333","389100","1200.00",""
"1623","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50121","9000 PNEU D","1/4/2023 12:00:00 AM","1/3/2026 12:00:00 AM","B971429","390248","1985.00",""
"1624","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT3533073","5000 Pneu LP","3/19/2012 12:00:00 AM","1/4/2026 12:00:00 AM","B970897","389751","850.00"," "
"1625","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Telehandler","000H01127559","6000 TELEHANDLR","1/6/2025 12:00:00 AM","1/5/2026 12:00:00 AM","B968016","388895","2250.00","TELEHANDLER"
"1626","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","4NR2606716","ELECTRIC","11/7/2008 12:00:00 AM","1/6/2026 12:00:00 AM","B976443","391399","975.00",""
"1627","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","N44HF0000518","7000 Pneu D","1/17/2024 12:00:00 AM","1/16/2026 12:00:00 AM","B976448","391400","1500.00",""
"1628","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","V28LF0001128","11000 DIE","1/19/2023 12:00:00 AM","1/18/2026 12:00:00 AM","B969368","389848","2400.00",""
"1629","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50584","9,000 PNEU DC","1/14/2022 12:00:00 AM","2/6/2026 12:00:00 AM","B973889","390708","1688.00",""
"1630","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","T23EF0001108","36000 PNEU DC","3/7/2014 12:00:00 AM","2/6/2026 12:00:00 AM","B973888","390680","5200.00","A/C equipped"
"1631","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","N13HF0003771","6,000 PNEU  D","7/26/2021 12:00:00 AM","2/7/2026 12:00:00 AM","B971802","390490","1440.00",""
"1632","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","V28PF0001251","11,000 PNEU D","2/25/2025 12:00:00 AM","2/24/2026 12:00:00 AM","B974642","390686","1985.00",""
"1633","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19D50371","9000 PNEU DC","2/26/2014 12:00:00 AM","2/25/2026 12:00:00 AM","B971101","390307","1688.00",""
"1634","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Walkie Pallet Stacker","3291300598","4000 STACKER","3/1/2018 12:00:00 AM","2/28/2026 12:00:00 AM","B976444","391402","895.00"," "
"1635","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26EF0000272","9000 PNEU DC","7/18/2014 12:00:00 AM","2/28/2026 12:00:00 AM","B976447","391403","1688.00"," "
"1636","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26CF0000208","9000 Pneu D","3/24/2009 12:00:00 AM","3/1/2026 12:00:00 AM","B975559","391044","1688.00"," "
"1637","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Walkie Pallet Stacker","3311803262","4000 Elect","9/20/2023 12:00:00 AM","3/6/2026 12:00:00 AM","B976445","391425","895.00","CONFINED"
"1638","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26PF0000258","9,000 PNEU DCFP","3/16/2021 12:00:00 AM","3/15/2026 12:00:00 AM","B976446","391426","1750.00"," "
"1639","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50571","9,000 PNEU DCFP","2/18/2022 12:00:00 AM","3/17/2026 12:00:00 AM","B972458","390317","1985.00",""
"1640","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","3312101638","3,000 LB ELC","8/7/2023 12:00:00 AM","8/6/2026 12:00:00 AM","B972460","390518","895.00",""
"1641","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","402EF0000276","3,500 LB ELEC","6/17/2025 12:00:00 AM","12/16/2025 12:00:00 AM","B995489","27306","1170.00",""
"1642","2025","26","6/27/2025 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50574","6,500 LB PNEU DIE","6/16/2025 12:00:00 AM","12/15/2025 12:00:00 AM","B992781","24740","1440.00",""
"1643","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10596","Grove RT540E-4","3/12/2013 12:00:00 AM","8/12/2025 12:00:00 AM","B924996","","3700.00",""
"1644","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10629","Link-Belt RTC-8065","1/4/2018 12:00:00 AM","10/4/2025 12:00:00 AM","B932209","","7300.00",""
"1645","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10899","Terex RT230-2","2/7/2025 12:00:00 AM","8/7/2026 12:00:00 AM","B973478","","4200.00",""
"1646","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10919","Broderson IC-200","7/17/2014 12:00:00 AM","9/16/2025 12:00:00 AM","B938502","","3300.00",""
"1647","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10927","Terex RT230-1","4/10/2014 12:00:00 AM","9/9/2025 12:00:00 AM","B931919","","3700.00",""
"1648","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10939","Broderson RT-300-2G","1/11/2021 12:00:00 AM","12/10/2025 12:00:00 AM","B943547","","5200.00",""
"1649","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10940","Broderson RT-300-2G","9/13/2017 12:00:00 AM","9/12/2025 12:00:00 AM","B929419","","5200.00",""
"1650","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10941","Broderson RT-300-2G","3/25/2014 12:00:00 AM","8/25/2025 12:00:00 AM","B926153","","5200.00",""
"1651","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10942","Broderson RT-300-2G","4/9/2014 12:00:00 AM","11/10/2025 12:00:00 AM","B926154","","5200.00",""
"1652","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10943","Broderson RT-300-2G","12/19/2014 12:00:00 AM","9/18/2025 12:00:00 AM","B924678","","5200.00",""
"1653","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10944","Broderson RT-300-2G","3/1/2014 12:00:00 AM","11/1/2025 12:00:00 AM","B926155","","5200.00",""
"1654","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","11037","Grove RT530E-2","9/8/2020 12:00:00 AM","3/7/2026 12:00:00 AM","B961001","","3700.00",""
"1655","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","11613","Broderson RT-400","10/27/2021 12:00:00 AM","4/26/2026 12:00:00 AM","B959092","","5800.00",""
"1656","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","11932","Tadano GR-350XL-3","1/15/2018 12:00:00 AM","10/14/2025 12:00:00 AM","B926156","","5800.00",""
"1657","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","  253HMD","Broderson RT-400","9/25/2017 12:00:00 AM","8/24/2025 12:00:00 AM","B928835","","5800.00",""
"1658","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","9981","Grove RT540E","6/2/2014 12:00:00 AM","9/2/2025 12:00:00 AM","B923045","","3700.00",""
"1659","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","DL1197MLW","Tadano GR-1000XL","1/17/2022 12:00:00 AM","1/16/2025 12:00:00 AM","B969796","","12500.00",""
"1660","2025","26","6/27/2025 12:00:00 AM","Central Rent-A-Crane Inc.","Boom Lift","K3701","JLG 600S","2/16/2015 12:00:00 AM","9/15/2025 12:00:00 AM","B932069","","1600.00",""
"1661","2025","26","6/27/2025 12:00:00 AM","Commercial Sweeping Corp","Sweeper","164","riding sweeper","2/1/2025 12:00:00 AM","1/1/2026 12:00:00 AM","B990929","","1764.00",""
"1662","2025","26","6/27/2025 12:00:00 AM","Commercial Sweeping Corp","Scrubber","A1","handheld scrubber","2/1/2025 12:00:00 AM","1/1/2026 12:00:00 AM","B973840","","150.00",""
"1663","2025","26","6/27/2025 12:00:00 AM","Commercial Sweeping Corp","Scrubber","213","scrubber","2/1/2025 12:00:00 AM","1/1/2026 12:00:00 AM","B993934","","600.00",""
"1664","2025","26","6/27/2025 12:00:00 AM","Commercial Sweeping Corp","Sweeper","207","riding sweeper","6/1/2025 12:00:00 AM","5/1/2026 12:00:00 AM","B992155","","1764.00",""
"1665","2025","26","6/27/2025 12:00:00 AM","Commercial Sweeping Corp","Sweeper","147","Lg riding sweeper","2/1/2025 12:00:00 AM","7/1/2026 12:00:00 AM","B982682","","3200.00",""
"1666","2025","26","6/27/2025 12:00:00 AM","Commercial Sweeping Corp","Sweeper","164","Lg Floor sweeper","4/1/2024 12:00:00 AM","3/1/2025 12:00:00 AM","B936088","","1764.00","need new PO"
"1667","2025","26","6/27/2025 12:00:00 AM","Commercial Sweeping Corp","Scrubber","209","sm riding scubber","11/1/2024 12:00:00 AM","10/1/2025 12:00:00 AM","B955606","","1499.40",""
"1668","2025","26","6/27/2025 12:00:00 AM","Commercial Sweeping Corp","Sweeper","214","walk behind sweeper","5/1/2025 12:00:00 AM","10/1/2025 12:00:00 AM","B993706","","784.00",""
"1669","2025","26","6/27/2025 12:00:00 AM","Commercial Sweeping Corp","Sweeper","201","riding sweeper","1/21/2015 12:00:00 AM","9/1/2025 12:00:00 AM","B990054","","1764.00",""
"1670","2025","26","6/27/2025 12:00:00 AM","Commercial Sweeping Corp","Scrubber","202","riding sweeper","1/21/2015 12:00:00 AM","3/1/2026 12:00:00 AM","B990930","","1499.40",""
"1671","2025","26","6/27/2025 12:00:00 AM","Commercial Sweeping Corp","Scrubber","156","walkk behind scrubber","9/1/2024 12:00:00 AM","8/1/2025 12:00:00 AM","B970898","","1411.20",""
"1672","2025","26","6/27/2025 12:00:00 AM","Gallo Equipment ","Coil Truck","44050","Taylor X650L","7/9/2021 12:00:00 AM","NULL","B987593","","12000.00",""
"1673","2025","26","6/27/2025 12:00:00 AM","Herc Rentals Inc","Scissor Lift","GS32P-157943","SCISSOR LIFT 26FT 32IN ELEC","1/20/2023 12:00:00 AM","12/31/2025 12:00:00 AM","B952104","","600.00",""
"1674","2025","26","6/27/2025 12:00:00 AM","Herc Rentals Inc","Light Tower","WNML0301CP0003967","LIGHT TOWER VERT MAST LED TRAILER","6/1/2025 12:00:00 AM","9/29/2025 12:00:00 AM","B952051","","600.00",""
"1675","2025","26","6/27/2025 12:00:00 AM","Kemira Water Solutions","Rail Car","GATX050729","Rail car","6/30/2025 12:00:00 AM","3/31/2026 12:00:00 AM","D000224","","2300.00","per rail car"
"1676","2025","26","6/27/2025 12:00:00 AM","Kemira Water Solutions","Rail Car","GATX062583","Rail car","10/9/2025 12:00:00 AM","3/31/2026 12:00:00 AM","D016674","","2300.00","per rail car"
"1677","2025","26","6/27/2025 12:00:00 AM","Mobile Office Inc.","Mobile Trailer","35638/39","24X64","4/11/2025 12:00:00 AM","NULL","B976634","","2102.82",""
"1678","2025","26","6/27/2025 12:00:00 AM","Mobile Office Inc.","Mobile Trailer","24-1081","34X14","10/28/2024 12:00:00 AM","NULL","B945624","","2350.00",""
"1679","2025","26","6/27/2025 12:00:00 AM","Mobile Office Inc.","Mobile Trailer","23-0930","36X10","8/29/2023 12:00:00 AM","NULL","B890530","","2290.00",""
"1680","2025","26","6/27/2025 12:00:00 AM","Mobile Office Inc.","Mobile Trailer","5472/73","60X24","5/1/2024 12:00:00 AM","NULL","B971688","","2840.00",""
"1681","2025","26","6/27/2025 12:00:00 AM","Mobile Office Inc.","Mobile Trailer","10850","36X10","4/1/2020 12:00:00 AM","NULL","B958063","","575.00",""
"1682","2025","26","6/27/2025 12:00:00 AM","Mobile Office Inc.","Mobile Trailer","13006","60X12","2/2/2024 12:00:00 AM","NULL","B918372","","1440.00",""
"1683","2025","26","6/27/2025 12:00:00 AM","Mobile Office Inc.","Mobile Trailer","20-23980","20 GLO","11/2/2023 12:00:00 AM","NULL","B976635","","450.00",""
"1684","2025","26","6/27/2025 12:00:00 AM","Mobile Office Inc.","Mobile Trailer","16720/19","60X24","11/14/2022 12:00:00 AM","NULL","B933468","","3290.00",""
"1685","2025","26","6/27/2025 12:00:00 AM","Mobile Office Inc.","Mobile Trailer","16149","72X12","12/18/2024 12:00:00 AM","NULL","B961348","","1450.00",""
"1686","2025","26","6/27/2025 12:00:00 AM","Mobile Office Inc.","Mobile Trailer","MO38357","20 GLO","1/23/2023 12:00:00 AM","NULL","B956263","","650.00",""
"1687","2025","26","6/27/2025 12:00:00 AM","Mobile Office Inc.","Mobile Trailer","10475","70X14","7/26/2023 12:00:00 AM","NULL","B881370","","3300.00",""
"1688","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","720824","Adapter 4in Flange x FNPT 150# STL","11/18/2021 12:00:00 AM","6/26/2025 12:00:00 AM","B940199","","4.59",""
"1689","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","320046","Adapter 4in Male Cam x MNPT AL","11/18/2021 12:00:00 AM","6/26/2025 12:00:00 AM","B940199","","4.59",""
"1690","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","325411","Adapter 4in Female Cam x Flange AL","11/18/2021 12:00:00 AM","6/26/2025 12:00:00 AM","B940199","","4.59",""
"1691","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","325317","Adapter 4in Bauer Socket x MNPT GALV","11/18/2021 12:00:00 AM","6/26/2025 12:00:00 AM","B940199","","4.59",""
"1692","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","320036","Adapter 4in Male Cam x FNPT AL","11/18/2021 12:00:00 AM","6/26/2025 12:00:00 AM","B940199","","4.59",""
"1693","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","320044","Adapter 4in Female Cam x FNPT AL","11/18/2021 12:00:00 AM","6/26/2025 12:00:00 AM","B940199","","4.59",""
"1694","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Hose","722880","Hose 4inx25ft HD Tank Truck Camlock 150#","11/18/2021 12:00:00 AM","6/26/2025 12:00:00 AM","B940199","","102.96",""
"1695","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Hose","722455","Hose 4inx50ft Layflat Camlock 150#","11/18/2021 12:00:00 AM","6/26/2025 12:00:00 AM","B940199","","118.17",""
"1696","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Pump","622148","Pump Trash 4in DV100C LD FT4","11/18/2021 12:00:00 AM","6/26/2025 12:00:00 AM","B940199","","1092.00",""
"1697","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","320044","Adapter 4in Female Cam x FNPT AL","12/10/2021 12:00:00 AM","12/10/2022 12:00:00 AM","B954569","","4.59",""
"1698","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Standard Steel","254623","TANK BILEVEL UNCOATED","12/10/2021 12:00:00 AM","12/10/2022 12:00:00 AM","B954569","","595.20",""
"1699","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Level Monitoring","729975","Gauge Level Radar Battery Operated Gen.3 Omart Vega","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","225.60",""
"1700","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Float Switch","325990","Float Switch","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","45.00",""
"1701","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Mini Frac","265113","TANK ROLL OFF CLOSED","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","950.40",""
"1702","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Poly","245816","TANK POLY 4900 OR1000","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","959.10",""
"1703","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Poly","245802","TANK POLY 4900 OR1000","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","959.10",""
"1704","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Poly","245057","TANK POLY 4900 OR1000","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","959.10",""
"1705","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Poly","245086","TANK POLY 6900 OR1000","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","1085.10",""
"1706","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Poly","245123","TANK POLY 6900 OR1000","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","1085.10",""
"1707","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Poly","245753","TANK POLY 6900 OR1000","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","1085.10",""
"1708","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Poly","245801","TANK POLY 6900 OR1000","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","1085.10",""
"1709","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Poly","241962","TANK POLY 6900","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","1085.10",""
"1710","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Spillguard","BE00713","Spillguard 19ftx19ftx3ft High Wall HexaPro 40","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","1429.20",""
"1711","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Spillguard","BE00713","Spillguard 19ftx19ftx3ft High Wall HexaPro 40","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","1429.20",""
"1712","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Mixer","253383","TANK MIXER COIL 4PDL 10HP CTD","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","3570.00",""
"1713","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Mixer","253370","TANK MIXER COIL 4PDL 10HP","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","3570.00",""
"1714","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Mixer","266481","TANK-MIXER COIL 4PDL 10HP","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","3570.00",""
"1715","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Mixer","265130","TANK-MIXER COIL 4PDL 10HP","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","3570.00",""
"1716","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Drive Variable Frequency","620190","Drive Variable Frequency 20HP","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","746.98",""
"1717","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Pump","620014","Pump Trash 4in DV100C Electric W/O Panel","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","1092.00",""
"1718","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Pump","601212","PUMP IND 6in DV150IE 75HP SK","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","1660.91",""
"1719","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Hose","723266","Hose 6inx25ft Braid Flange D x Flange T SS","11/1/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B961116","","691.69",""
"1720","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","323335","Adapter 2in Male Cam x FNPT AL","11/1/2024 12:00:00 AM","11/1/2025 12:00:00 AM","B961347","","3.16",""
"1721","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","MR IND","4in NIPPLE","11/1/2024 12:00:00 AM","11/1/2025 12:00:00 AM","B961347","","4.59",""
"1722","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","320044","Adapter 4in Female Cam x FNPT AL","11/1/2024 12:00:00 AM","11/1/2025 12:00:00 AM","B961347","","4.59",""
"1723","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","320046","Adapter 4in Male Cam x MNPT AL","11/1/2024 12:00:00 AM","11/1/2025 12:00:00 AM","B961347","","4.59",""
"1724","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Pump","723229","PUMP-2in SUB PUMP-115V 1PH","11/1/2024 12:00:00 AM","11/1/2025 12:00:00 AM","B961347","","165.00",""
"1725","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","MR IND","729975 - Gauge Level Radar Battery Operated Gen.3 Omart Vega","11/1/2024 12:00:00 AM","11/1/2025 12:00:00 AM","B961347","","225.60",""
"1726","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Hose","723465","Hose 2inx25ft HD Tank Truck Camlock 150#","11/1/2024 12:00:00 AM","11/1/2025 12:00:00 AM","B961347","","64.35",""
"1727","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Hose","722880","Hose 4inx25ft HD Tank Truck Camlock 150#","11/1/2024 12:00:00 AM","11/1/2025 12:00:00 AM","B961347","","102.96",""
"1728","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Mixer","253390","TANK MIXER COIL 4PD 10HP WHITE","11/1/2024 12:00:00 AM","11/1/2025 12:00:00 AM","B961347","","3570.00",""
"1729","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","320044","Adapter 4in Female Cam x FNPT AL","9/12/2023 12:00:00 AM","9/12/2024 12:00:00 AM","B965577","","4.59",""
"1730","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","720826","Adapter 6in Flange x FNPT 150# STL","9/12/2023 12:00:00 AM","9/12/2024 12:00:00 AM","B965577","","6.31",""
"1731","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Hose","722880","Hose 4inx25ft HD Tank Truck Camlock 150#","9/12/2023 12:00:00 AM","9/12/2024 12:00:00 AM","B965577","","102.96",""
"1732","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Pump","615295","Pump Trash 4in DV100C HD 404D22 TR","9/12/2023 12:00:00 AM","9/12/2024 12:00:00 AM","B965577","","1314.24",""
"1733","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Pump","611754","Pump High Head 3in HH80 SD TR","3/11/2024 12:00:00 AM","3/11/2025 12:00:00 AM","B975562","","3201.55",""
"1734","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Box Vacuum","279234","BOX VACUUM 25YD","12/21/2021 12:00:00 AM","12/21/2022 12:00:00 AM","B976420","","808.80",""
"1735","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Box Vacuum","290232","Box Vacuum 25YD","8/16/2021 12:00:00 AM","2/15/2024 12:00:00 AM","B979539","","808.80",""
"1736","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Box Vacuum","279311","BOX VACUUM 25YD","8/16/2021 12:00:00 AM","2/15/2024 12:00:00 AM","B979539","","808.80",""
"1737","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Box Vacuum","279108","BOX VACUUM 25YD","8/16/2021 12:00:00 AM","2/15/2024 12:00:00 AM","B979539","","808.80",""
"1738","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Box Vacuum","276705","BOX VACUUM 25YD","8/16/2021 12:00:00 AM","2/15/2024 12:00:00 AM","B979539","","808.80",""
"1739","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Box Vacuum","279391","BOX VACUUM 25YD","8/16/2021 12:00:00 AM","2/15/2024 12:00:00 AM","B979539","","808.80",""
"1740","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Box Vacuum","280813","BOX VACUUM 25YD","8/16/2021 12:00:00 AM","2/15/2024 12:00:00 AM","B979539","","808.80",""
"1741","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Box Vacuum","279220","BOX VACUUM 25YD","8/16/2021 12:00:00 AM","2/15/2024 12:00:00 AM","B979539","","808.80",""
"1742","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Box Vacuum","280762","BOX VACUUM 25YD","8/16/2021 12:00:00 AM","2/15/2024 12:00:00 AM","B979539","","808.80",""
"1743","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Box Vacuum","279320","BOX VACUUM 25YD","8/16/2021 12:00:00 AM","2/15/2024 12:00:00 AM","B979539","","808.80",""
"1744","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Spillguard","285722","SPILLGUARD ECONT 10ftX50ftX1ft A","12/6/2023 12:00:00 AM","12/5/2024 12:00:00 AM","B982491","","522.30",""
"1745","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Tank Standard Steel","255642","TANK BILEVEL UNCOATED","12/6/2023 12:00:00 AM","12/5/2024 12:00:00 AM","B982491","","1139.10",""
