YEAR,WK #,RENTAL CO.,TYPE OF EQUIP.,EQUIPMENT #,DESCRIPTION,RENT START,PROJ. END,PO #,SN REQ #,MO. RATE $,COMMENTS,PUBLISHED BY
2026,17,Chung-Cannon,Air Compressor & Attachments,AAAAAAAAA,1500 CFM Compressor No Dryer & Accessories,08/21/2025,04/01/2026,PO-90630,RITM230386,$845.38,—,admin
2026,17,Chung-Cannon,Air Dryer,AAAAAAAAAA,450 CFM Dryer,02/05/2026,08/17/2026,PO-70116,RITM656436,$3264.77,—,admin
2026,17,Chung-Cannon,Air Compressor & Attachments,BB,1500 CFM Compressor w/Dryer & Accessories,04/03/2026,07/14/2027,PO-63592,RITM883939,$1257.03,—,admin
2026,17,Chung-Cannon,Air Compressor & Attachments,BBBB,1500 CFM Compressor w/Dryer & Accessories,08/08/2026,09/20/2026,PO-97721,RITM919525,$3248.99,—,admin
2026,17,Chung-Cannon,Air Compressor & Attachments,BBBBB,1500 CFM Compressor w/Dryer & Accessories,03/11/2026,04/02/2027,PO-82658,RITM787090,$812.36,—,admin
2026,17,Chung-Cannon,Air Compressor & Attachments,BBBBBB,1600 CFM Compressor w/Dryer & Accessories,10/22/2025,03/27/2026,PO-64878,RITM887451,$3836.34,—,admin
2026,17,Chung-Cannon,Air Dryer,BBBBBBBB,450 CFM Dryer,06/16/2026,11/04/2026,PO-84099,RITM343542,$3928.22,—,admin
2026,17,Davidson PLC,Lift,10023353,058-0803 80ft ART MANLIFT W/JIB,09/02/2025,03/15/2026,PO-66612,RITM311751,$3355.95,—,admin
2026,17,Davidson PLC,Lift,10064691,058-0607 60ft ART MANLIFT W/JIB,12/02/2025,03/13/2027,PO-46995,RITM592213,$2053.02,—,admin
2026,17,Davidson PLC,Welding Equipment,10429723,027-0365 250 AMP CC SKYWELDER PKG,03/30/2025,05/10/2026,PO-23613,RITM792788,$3613.71,—,admin
2026,17,Davidson PLC,Welding Equipment,10958177,027-0365 250 AMP CC SKYWELDER PKG,12/03/2025,03/26/2027,PO-13045,RITM763736,$661.91,—,admin
2026,17,Davidson PLC,UTV,10998879,059-0570 UTILITY VEHICLE 4 SEAT 4WD GAS CAB,04/26/2026,01/02/2027,PO-16149,RITM222132,$921.86,—,admin
2026,17,Davidson PLC,Welding Equipment,11239579,027-0365 250 AMP CC SKYWELDER PKG,06/18/2025,03/05/2026,PO-65364,RITM850800,$3493.93,—,admin
2026,17,Davidson PLC,Vehicle Attachments,ITE11670,052-1605 DOZER RIPPER 140-159HP CLASS,07/12/2025,09/19/2025,PO-83530,RITM753520,$1539.04,—,admin
2026,17,Davidson PLC,Dozer,ITEN6331,052-0200 200-250HP CRAWLER DOZER LGP,01/16/2025,09/01/2025,PO-94046,RITM814786,$2247.68,—,admin
2026,17,Davidson PLC,Lift,RR0580880,058-0880 135ft ART MANLIFT W/JIB,06/20/2025,09/02/2025,PO-22618,RITM844088,$1162.78,—,admin
2026,17,Griffin Ltd,Mobile Trailer,10850,36X10,03/12/2025,03/03/2026,PO-73523,RITM532139,$2674.59,—,admin
2026,17,Griffin Ltd,Mobile Trailer,13006,60X12,05/02/2025,10/19/2026,PO-93806,RITM784241,$775.07,—,admin
2026,17,Griffin Ltd,Mobile Locker Room Trailer,16149,72X12,01/30/2025,03/05/2025,PO-54940,RITM477596,$2092.31,—,admin
2026,17,Griffin Ltd,Mobile Locker Room Trailer,16720/19,60X24,11/24/2025,01/10/2027,PO-28753,RITM214534,$3545.04,—,admin
2026,17,Griffin Ltd,Mobile Office Container,20-23980,20FT GLO,11/17/2025,01/22/2027,PO-17621,RITM644969,$1050.13,—,admin
2026,17,Griffin Ltd,Mobile Trailer,5472/73,60X24,10/15/2025,12/08/2026,PO-98509,RITM274982,$1796.52,—,admin
2026,17,Griffin Ltd,TEMP FACILITY,GL-8851,24x60 Modular Office Complex — 4-Unit Interconnect,04/14/2026,12/31/2026,PO-2026-0502,—,$5200.00,—,admin
2026,17,Griffin Ltd,Mobile Office Container,MO-38357,20FT GLO,12/20/2025,09/11/2026,PO-52778,RITM114671,$3299.81,—,admin
2026,17,Harris LLC,Washer,10025,Aqueous Parts Washer - SJ15,10/14/2025,03/21/2026,PO-42332,RITM760196,$2198.66,—,admin
2026,17,Harris LLC,Washer,10040,Aqueous Parts Washer - 2412,11/28/2025,11/11/2026,PO-88203,RITM635856,$1668.77,—,admin
2026,17,Harris LLC,Washer,10058,Aqueous Parts Washer - SJ15,08/20/2026,07/10/2027,PO-45860,RITM850149,$2022.18,—,admin
2026,17,Harris LLC,Washer,10060,Aqueous Parts Washer - 3648,06/08/2025,09/19/2025,PO-17346,RITM968510,$3048.08,—,admin
2026,17,Harris LLC,Washer,10067,Aqueous Parts Washer - 2518,06/19/2025,07/23/2025,PO-25043,RITM312572,$2298.25,—,admin
2026,17,Harris LLC,Washer,10068,Aqueous Parts Washer - 4860,09/24/2025,12/02/2025,PO-48681,RITM786660,$1504.38,—,admin
2026,17,Harris LLC,Washer,10070,Aqueous Parts Washer - SJ15,03/10/2026,08/21/2027,PO-79965,RITM486561,$2120.46,—,admin
2026,17,Harris LLC,Washer,10071,Aqueous Parts Washer - 3648,04/02/2025,07/16/2025,PO-78688,RITM793415,$3593.91,—,admin
2026,17,Harris LLC,Washer,10080,Aqueous Parts Washer - 3648,03/08/2026,03/02/2027,PO-52177,RITM641378,$1269.45,—,admin
2026,17,Harris LLC,Washer,10081,Aqueous Parts Washer - 3648,08/04/2026,03/15/2027,PO-90499,RITM466969,$2247.69,—,admin
2026,17,Harris LLC,Washer,10086,Aqueous Parts Washer - 2840,05/19/2025,07/13/2025,PO-28255,RITM249583,$1616.22,—,admin
2026,17,Harris LLC,Washer,10087,Aqueous Parts Washer - 2840,01/31/2026,04/02/2026,PO-78204,RITM305023,$2696.00,—,admin
2026,17,Harris LLC,Washer,10090,Aqueous Parts Washer - 4860,01/29/2025,08/28/2025,PO-83432,RITM238358,$1788.28,—,admin
2026,17,Harris LLC,Washer,10099,Aqueous Parts Washer - 3648,03/24/2025,07/28/2025,PO-67036,RITM375343,$3373.53,—,admin
2026,17,Harris LLC,Washer,10104,Aqueous Parts Washer - 4860,03/31/2025,08/05/2025,PO-18265,RITM903711,$3904.74,—,admin
2026,17,Harris LLC,CRANE,HL-4411,200-Ton Crawler Crane,04/13/2026,10/10/2026,PO-2026-0481,—,$32000.00,—,admin
2026,17,Harris LLC,RIGGING,HL-4412,Rigging Skid Package — Hydraulic Gantry 50T,04/13/2026,08/31/2026,PO-2026-0482,—,$6800.00,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,167R127 207RA311,TL122 with forks attachment,01/25/2025,08/10/2025,PO-77365,RITM684606,$3910.30,—,admin
2026,17,"Kelley, Acosta and Salazar",Welding Equipment,1816R603,Sky power,03/30/2026,10/08/2026,PO-30793,RITM737354,$2644.57,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,1818R2702,Z45 Articulated Boom lift,04/05/2025,06/19/2025,PO-47278,RITM674783,$1609.44,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,1818R2735,S85 Straight boom lift,02/27/2026,04/04/2026,PO-12126,RITM454088,$2234.05,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,1818R2743,S85 Straight boom lift,05/09/2026,09/22/2026,PO-46033,RITM155033,$1723.47,—,admin
2026,17,"Kelley, Acosta and Salazar",Mini Skid Steer,1819R1672 2119RA277,TX1000 with bucket attachment,03/29/2025,11/20/2025,PO-43306,RITM591600,$3807.17,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,1918R3157,45 Articulated Boom lift,04/14/2025,09/16/2025,PO-99048,RITM446659,$2650.83,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,197R291,TL642,07/24/2026,11/26/2027,PO-90116,RITM341395,$3149.24,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,197R294 207RA410,TL642,06/19/2026,09/10/2027,PO-65562,RITM331833,$3853.25,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,197R299 207RA386,TL943,01/23/2025,04/13/2025,PO-93497,RITM928241,$2071.18,—,admin
2026,17,"Kelley, Acosta and Salazar",Broce Broom,2019R1805,8 Diesel,04/17/2025,01/09/2026,PO-59465,RITM346463,$1842.26,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,2118R3408,4732 Electric scissor lift,07/13/2025,06/23/2026,PO-74289,RITM529728,$583.36,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,2118R3513,19 Electric scissor lift,08/08/2026,11/11/2027,PO-67625,RITM716064,$824.94,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,2118R3607,14 Electric scissor lift,10/04/2025,03/19/2026,PO-26406,RITM730201,$462.52,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,2118R3647,19 Electric scissor lift,05/03/2025,01/03/2026,PO-69317,RITM601778,$868.49,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,2118R3733,Z45 Articulated Boom lift,05/26/2026,02/21/2027,PO-45415,RITM679268,$1929.85,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,2118R3941,S65 Straight boom lift,01/28/2026,04/02/2026,PO-55416,RITM508162,$2542.75,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,2118R3945,450AJ Articulated Boom lift,01/02/2025,09/22/2025,PO-25898,RITM888352,$3160.30,—,admin
2026,17,"Kelley, Acosta and Salazar",Light Tower,2119R2016,4 Bulb Light Tower,03/06/2026,03/23/2027,PO-47077,RITM177558,$2968.57,—,admin
2026,17,"Kelley, Acosta and Salazar",Light Tower,2119R2021,4 Bulb Light Tower,11/28/2025,02/01/2027,PO-50943,RITM845429,$1658.85,—,admin
2026,17,"Kelley, Acosta and Salazar",Light Tower,2119R2025,4 Bulb Light Tower,01/03/2026,11/25/2026,PO-36645,RITM990345,$1333.93,—,admin
2026,17,"Kelley, Acosta and Salazar",Light Tower,2119R2034,4 Bulb Light Tower,05/03/2026,08/03/2026,PO-81553,RITM924719,$1676.60,—,admin
2026,17,"Kelley, Acosta and Salazar",Air Compressor & Attachments,2121R734,185 Compressor,09/17/2025,11/01/2025,PO-48695,RITM900244,$1363.65,—,admin
2026,17,"Kelley, Acosta and Salazar",Air Compressor & Attachments,2121R797,375 CFM air compressor,04/07/2025,05/15/2025,PO-39223,RITM401107,$3550.55,—,admin
2026,17,"Kelley, Acosta and Salazar",Vehicle Attachments,216RA3334,SSL-Pallet Forks,08/03/2026,04/19/2027,PO-23492,RITM424974,$1660.48,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,217R352,TL1255,10/21/2025,08/27/2026,PO-17612,RITM861881,$3315.12,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,217R497 207RA315,TL943 attachment,11/19/2025,04/19/2027,PO-68872,RITM390867,$3639.88,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,217R499,TL943,07/25/2025,03/21/2026,PO-10307,RITM824830,$872.57,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,2218R3816,32 RT Diesel scissor lift,08/17/2026,09/19/2026,PO-46739,RITM689565,$572.62,—,admin
2026,17,"Kelley, Acosta and Salazar",Manlift,2218R4057,26 Electric Single Manlift,12/05/2025,03/30/2027,PO-91388,RITM993889,$2374.73,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,2218R4146,30 Electric scissor lift,01/15/2026,03/16/2026,PO-75570,RITM197470,$1180.64,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,2218R4181,19 Electric scissor lift,11/30/2025,02/02/2026,PO-77550,RITM802094,$1169.86,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,2218R4296,3226 Electric scissor lift,03/20/2026,02/13/2027,PO-73325,RITM452871,$305.17,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,2218R4735,26 Electric scissor lift,08/02/2026,12/31/2026,PO-16188,RITM367952,$1163.03,—,admin
2026,17,"Kelley, Acosta and Salazar",Air Compressor & Attachments,2221R815,185 CFM air compressor,04/28/2026,04/07/2027,PO-25475,RITM590292,$2165.49,—,admin
2026,17,"Kelley, Acosta and Salazar",Air Compressor & Attachments,2221R831,185 CFM air compressor,02/01/2026,04/21/2026,PO-83213,RITM875959,$1650.58,—,admin
2026,17,"Kelley, Acosta and Salazar",Cart,2223R524,large 2 passager cab cart,09/20/2025,11/14/2026,PO-46665,RITM546570,$2366.38,—,admin
2026,17,"Kelley, Acosta and Salazar",Vehicle Attachments,226RA3826,snow box 8,05/27/2025,06/08/2026,PO-66963,RITM739998,$2940.47,—,admin
2026,17,"Kelley, Acosta and Salazar",Track Loader,226RU49,9/15/1900 0:00,11/12/2025,04/19/2027,PO-53614,RITM723333,$20733.19,—,admin
2026,17,"Kelley, Acosta and Salazar",Track Loader,226RU66,9/15/1900 0:00,07/28/2026,11/30/2026,PO-35467,RITM195129,$22257.82,—,admin
2026,17,"Kelley, Acosta and Salazar",Track Loader,226RU88,10/25/1900 0:00,07/11/2026,08/10/2027,PO-31682,RITM379755,$19545.48,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,227R532,TL1255,05/04/2025,11/17/2025,PO-45727,RITM210403,$3896.42,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,227R551 236RA3937,TH255,07/14/2025,08/25/2025,PO-39149,RITM226257,$1599.37,—,admin
2026,17,"Kelley, Acosta and Salazar",Light Tower,2319R2112,4 Bulb Light Tower,10/28/2025,03/04/2027,PO-29963,RITM236021,$3871.65,—,admin
2026,17,"Kelley, Acosta and Salazar",Light Tower,2319R2246,4 Bulb Light Tower,01/21/2026,12/26/2026,PO-71014,RITM951794,$1451.64,—,admin
2026,17,"Kelley, Acosta and Salazar",Light Tower,2319R2283,4 Bulb Light Tower,01/17/2026,05/29/2026,PO-88199,RITM219342,$2537.15,—,admin
2026,17,"Kelley, Acosta and Salazar",Light Tower,2319R2291,4 Bulb Light Tower,05/14/2025,09/27/2025,PO-28122,RITM929458,$1419.86,—,admin
2026,17,"Kelley, Acosta and Salazar",Cart,2323R903,4 seat gas cab cart,04/23/2026,04/26/2027,PO-31677,RITM964594,$969.12,—,admin
2026,17,"Kelley, Acosta and Salazar",Mini Skid Steer,2326R30 2326RA436,TX1000 MSL with bucket attachment,06/25/2026,05/31/2027,PO-74353,RITM167662,$3287.69,—,admin
2026,17,"Kelley, Acosta and Salazar",Air Compressor & Attachments,2421R991,375 compressor,04/16/2025,01/27/2026,PO-41746,RITM228019,$3081.78,—,admin
2026,17,"Kelley, Acosta and Salazar",Cart,2423R966,XD2000G,06/27/2025,07/27/2026,PO-74496,RITM183381,$2620.44,—,admin
2026,17,"Kelley, Acosta and Salazar",SWEEPER,246RA4523,72 PICK UP BROOM,02/27/2025,08/02/2026,PO-94290,RITM966717,$2534.81,—,admin
2026,17,"Kelley, Acosta and Salazar",Vehicle Attachments,256RA4949,74 BUCKET,02/20/2025,07/04/2025,PO-16133,RITM725019,$2921.70,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B02365SM,Z80 Articulated Boom lift,01/01/2026,02/11/2027,PO-60393,RITM812484,$2840.84,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B04841,Z30 Electric Boom Lift,01/06/2025,05/18/2026,PO-60425,RITM972013,$1447.59,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B07366,40 Electric Boom Lift,06/22/2026,09/20/2027,PO-98310,RITM366462,$1027.78,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,B07463,19 Electric scissor lift,07/10/2026,12/30/2026,PO-17330,RITM236566,$529.30,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,B07464,19 Electric scissor lift,02/07/2025,12/20/2025,PO-34355,RITM482727,$356.89,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,B07473,3226 Electric scissor lift,05/20/2026,07/19/2026,PO-85884,RITM566117,$730.17,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B07541,45 Articulated Boom lift,05/26/2026,06/28/2026,PO-97552,RITM842282,$2602.07,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B07546,Z45 Articulated Boom lift,01/09/2025,06/06/2025,PO-63418,RITM658455,$2050.38,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,B16324,19 Electric scissor lift,06/10/2026,06/30/2027,PO-17741,RITM868895,$882.03,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,B16327,19 Electric scissor lift,06/10/2025,09/27/2025,PO-24011,RITM552718,$361.14,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,B16343,19 Electric scissor lift,08/27/2025,11/04/2026,PO-59567,RITM157312,$615.90,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,B16347,19 Electric scissor lift,10/25/2025,09/27/2026,PO-88177,RITM399910,$530.07,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,B16786SM,20 Electric scissor lift,08/27/2025,09/04/2026,PO-68429,RITM181554,$447.92,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,B16789SM,20 Electric scissor lift,07/15/2026,03/15/2027,PO-40975,RITM515300,$1154.40,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B16794SM,Z60 Articulated Boom lift,04/28/2026,02/10/2027,PO-46943,RITM446889,$2256.31,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B16798SM,125 Straight boom lift,09/14/2025,09/19/2026,PO-89136,RITM563404,$2077.23,—,admin
2026,17,"Kelley, Acosta and Salazar",Air Compressor & Attachments,B16803SM,375 CFM air compressor,08/05/2026,08/28/2027,PO-94752,RITM173797,$1230.04,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B16811SM,800AJ Articulated Boom lift,11/10/2025,11/06/2026,PO-41350,RITM335387,$2651.54,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B16817SM,Z80 Articulated Boom lift,05/04/2026,09/08/2027,PO-29703,RITM151759,$3167.89,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B16842SM,Z45 Articulated Boom lift,04/08/2026,07/12/2026,PO-25719,RITM755529,$2513.14,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B16860SM,30 Electric Boom Lift,07/18/2025,09/16/2026,PO-55848,RITM745375,$2555.78,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B16868SM,S45 Straight boom lift,05/03/2025,09/28/2026,PO-16653,RITM202588,$1402.94,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B16877SM,30 Electric Boom Lift,06/11/2026,02/17/2027,PO-36511,RITM501147,$3122.41,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B16878SM,30 Electric Boom Lift,10/12/2025,03/16/2027,PO-26827,RITM639744,$2012.16,—,admin
2026,17,"Kelley, Acosta and Salazar",Scissor Lift,B16920SM,19 Electric scissor lift,10/12/2025,11/29/2025,PO-59763,RITM987900,$560.48,—,admin
2026,17,"Kelley, Acosta and Salazar",Boom Lift,B20629,S65 Straight boom lift,10/15/2025,02/12/2026,PO-38280,RITM167626,$1903.72,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,K3302,TL1055,06/25/2026,09/20/2027,PO-56145,RITM853606,$1749.69,—,admin
2026,17,"Kelley, Acosta and Salazar",Skid steer,RF0221,S70 Bobcat skid steer,02/04/2025,12/29/2025,PO-67415,RITM221989,$2977.81,—,admin
2026,17,"Kelley, Acosta and Salazar",Skid Steer,RF0222,S70 Bobcat skid steer,10/15/2025,01/13/2027,PO-95221,RITM389969,$3623.72,—,admin
2026,17,"Kelley, Acosta and Salazar",Skid Steer,RF0284,S70 Bobcat skid steer,01/09/2026,03/23/2026,PO-48088,RITM987122,$3566.26,—,admin
2026,17,"Kelley, Acosta and Salazar",Air Compressor & Attachments,UNKNOWN,185 compressor,11/18/2025,01/11/2027,PO-74265,RITM363649,$2114.14,—,admin
2026,17,"Kelley, Acosta and Salazar",Track Loader,X4072,9/15/1900 0:00,03/23/2025,07/15/2025,PO-13723,RITM391524,$19216.83,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,X4415 B21320,TH255 ATTACHMENT,08/28/2025,09/21/2026,PO-94667,RITM707984,$902.53,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,X4416 B21218,TH255,10/24/2025,08/29/2026,PO-66323,RITM324703,$1045.62,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,X4417 B08944,TH255 Attachment,05/31/2026,10/23/2026,PO-97056,RITM822382,$2990.62,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,X4418,TH255,05/31/2025,08/31/2026,PO-34413,RITM422320,$3952.56,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,X4419 227RA668,TL642,08/08/2025,11/20/2026,PO-33939,RITM597969,$2137.54,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,X4429 237RA811,TL1055 with forks attachment,07/26/2025,08/08/2026,PO-64690,RITM124606,$1698.67,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,X4436,TL1255,03/11/2025,10/06/2025,PO-70100,RITM869727,$3412.10,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,X4438 217RA457,TL1255 attachment,04/01/2025,05/28/2026,PO-93586,RITM180803,$843.49,—,admin
2026,17,"Kelley, Acosta and Salazar",Skid Steer,X4987 B26055,266 with bucket attachment,08/20/2026,09/23/2027,PO-12159,RITM219136,$952.10,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,X5304,TL1055,11/18/2025,09/03/2026,PO-97778,RITM526603,$2968.65,—,admin
2026,17,"Kelley, Acosta and Salazar",Telehandler,X5306 237RA698,TL1255,09/20/2025,05/20/2026,PO-45461,RITM648417,$3785.53,—,admin
2026,17,"Kelley, Acosta and Salazar",Skid steer,X9340 NA04223,226 with attachment,07/24/2026,07/06/2027,PO-44736,RITM597027,$3134.13,—,admin
2026,17,"Kelley, Acosta and Salazar",Skid steer,y00081,9/18/1900 0:00,06/07/2025,09/16/2026,PO-70841,RITM660386,$2732.32,—,admin
2026,17,Lee-Jordan,Mobile Trailer,UNKNOWN,Mobile Trailer,02/13/2026,07/24/2027,PO-87653,RITM807078,$763.69,—,admin
2026,17,Marshall Group,Telehandler,0160061987,55ft 10K TELE - G10-55A I#-2350,03/02/2025,07/25/2026,PO-62074,RITM297801,$1268.61,—,admin
2026,17,Marshall Group,Telehandler,0160118129,"54ft 10K TELE - 10054, DSL, CAB, AC, FF",07/11/2025,11/11/2025,PO-51047,RITM985439,$3263.47,—,admin
2026,17,Marshall Group,Boom Lift,0200261063,19ft ELEC SCISS – SJ3219,12/02/2025,08/23/2026,PO-71714,RITM773001,$1053.70,—,admin
2026,17,Marshall Group,Boom Lift,0300118333,30ft Articulating Boom Lift,08/06/2025,12/09/2025,PO-90859,RITM976223,$2543.39,—,admin
