YEAR,WK #,RENTAL CO.,TYPE OF EQUIP.,EQUIPMENT #,DESCRIPTION,RENT START,PROJ. END,PO #,SN REQ #,MO. RATE $,COMMENTS,PUBLISHED BY
2026,1,Smith LLC,Pickup Truck,3417,1 TON CC 4X4,01/01/2026,05/09/2026,PO-86910,RITM840866,$713.93 ,Linked Profile Entry,junior_super_01
2026,1,Marshall Group,Boom Lift,Z62H-3493,62ft RT Articulating Boom Lift,01/01/2026,03/30/2026,PO-84813,RITM650284,"$3,198.95 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Scissor Lift,2218R4181,19 Electric scissor lift,12/31/2025,03/13/2026,PO-77550,RITM802094,"$1,169.86 ",Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Stake Bed Truck,3379,9 STAKEBED,01/02/2026,04/04/2026,PO-80119,RITM354086,"$1,167.76 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Pickup Truck,600045,DODGE 1500 2 DOOR 4X2,01/02/2026,04/13/2026,PO-26358,RITM831369,$737.79 ,Linked Profile Entry,junior_super_01
2026,1,Nguyen Ltd,Walkie Pallet Stacker,3301700644,"3,300 LB STACKER",12/30/2025,05/24/2026,PO-52650,RITM633946,"$1,559.12 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Stake Bed Truck,019934,FLATBED 20 TON INTERNATIONAL NAVISTAR 4400,12/30/2025,05/19/2026,PO-49332,RITM548419,"$1,122.04 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Pickup Truck,600045-2,DODGE 1500 2 DOOR 4X2,01/02/2026,04/29/2026,PO-26358,RITM831369,$737.79 ,Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Pickup Truck,3414,1/2 TON REG CAB,01/01/2026,06/07/2026,PO-80156,RITM925430,$848.44 ,Linked Profile Entry,junior_super_01
2026,1,"Peterson, Kelly and Arnold",Box Vacuum,276705,BOX VACUUM 25YD,01/04/2026,06/04/2026,PO-97477,RITM389348,"$2,522.62 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Light Tower,b07407,4 Bulb Light Tower,12/31/2025,05/14/2026,PO-97934,RITM558450,"$5,691.73 ",Linked Profile Entry,admin
2026,1,Smith LLC,Pickup Truck,2883,3/4 TON CC 4X4,12/30/2025,04/04/2026,PO-81028,RITM223019,"$1,176.80 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Telehandler,X4436-2,TL1255,12/31/2025,06/22/2026,PO-70100,RITM869727,"$3,412.10 ",Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Pickup Truck,3531,1/2 TON CC 4X4,01/03/2026,06/13/2026,PO-40954,RITM913984,$721.34 ,Linked Profile Entry,junior_super_01
2026,1,West Inc,Loader,080182,LOADER CATERPILLAR - 950H,01/01/2026,05/24/2026,PO-83565,RITM964087,"$19,833.43 ",Linked Profile Entry,junior_super_01
2026,1,Nguyen Ltd,Forklift,AT19E50121,9000 PNEU D,01/01/2026,03/25/2026,PO-93153,RITM327387,"$3,269.98 ",Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Pickup Truck,3455,1500 CC,12/29/2025,05/05/2026,PO-77428,RITM458612,$802.81 ,Linked Profile Entry,junior_super_01
2026,1,Trevino Inc,Skid Steer,EQ0111524,TL12 SKID W/FRKS,12/31/2025,04/20/2026,PO-52734,RITM437609,"$2,619.59 ",Linked Profile Entry,admin
2026,1,"Morales, Allen and Jones",Welding Equipment,EZ3-000083,350AMP 4-Pack,12/30/2025,02/13/2026,PO-85648,RITM308944,"$1,621.10 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Boom Lift,B04841,Z30 Electric Boom Lift,12/30/2025,03/30/2026,PO-60425,RITM972013,"$1,447.59 ",Linked Profile Entry,junior_super_01
2026,1,Nguyen Ltd,Walkie Pallet Stacker,3292101906,4000 STACKER,12/31/2025,06/10/2026,PO-14202,RITM806932,"$1,143.47 ",Linked Profile Entry,junior_super_01
2026,1,Nguyen Ltd,Forklift,AT14G00021,6000 PNEU D,12/31/2025,06/22/2026,PO-54204,RITM835893,"$1,835.33 ",Linked Profile Entry,junior_super_01
2026,1,Nguyen Ltd,Forklift,AT14G50576,6500 PNEU D,12/29/2025,02/21/2026,PO-35794,RITM810285,"$4,457.78 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Telehandler,X4987 B26055,266 with bucket attachment,01/04/2026,03/27/2026,PO-12159,RITM219136,$952.10 ,Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Pickup Truck,3433,3/4 TON CC 4X4,01/03/2026,05/25/2026,PO-32232,RITM121648,$666.93 ,Linked Profile Entry,junior_super_01
2026,1,West Inc,Excavator,050056,COMBINATION BACKHOE CATERPILLAR - 420E IT,01/01/2026,02/18/2026,PO-34514,RITM631945,"$13,352.66 ",Linked Profile Entry,junior_super_01
2026,1,Marshall Group,Boom Lift,0300290640,60ft RT Articulating Boom Lift,12/29/2025,04/10/2026,PO-21327,RITM161949,"$2,504.93 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Loader,080213,LOADER CATERPILLAR - 988K,01/01/2026,05/30/2026,PO-43194,RITM308112,"$14,389.52 ",Linked Profile Entry,junior_super_01
2026,1,Nguyen Ltd,Walkie Pallet Stacker,3301800965,"3,300 LB STACKER",12/30/2025,06/12/2026,PO-79888,RITM878053,"$10,138.55 ",Linked Profile Entry,admin
2026,1,Nguyen Ltd,Forklift,ATB3150169,"6,000 LB ELECTRIC",01/04/2026,02/23/2026,PO-29320,RITM421342,"$3,666.52 ",Linked Profile Entry,junior_super_01
2026,1,"Peterson, Kelly and Arnold",Box Vacuum,279220,BOX VACUUM 25YD,01/02/2026,03/17/2026,PO-75693,RITM193053,"$3,014.57 ",Linked Profile Entry,junior_super_01
2026,1,"Peterson, Kelly and Arnold",Box Vacuum,279391,BOX VACUUM 25YD,01/01/2026,02/27/2026,PO-38327,RITM420038,"$2,267.11 ",Linked Profile Entry,admin
2026,1,West Inc,Pickup Truck,600084,CHEVY 1500 CREW CAB 4x2,01/03/2026,03/05/2026,PO-83704,RITM865926,$967.57 ,Linked Profile Entry,junior_super_01
2026,1,West Inc,Loader,080134,LOADER CATERPILLAR - 988H,01/03/2026,05/03/2026,PO-14526,RITM468204,"$20,165.41 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Loader,080160,LOADER CATERPILLAR - 980H,01/02/2026,02/04/2026,PO-45329,RITM314795,"$12,292.13 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Boom Lift,2118R3733,Z45 Articulated Boom lift,12/31/2025,05/20/2026,PO-45415,RITM679268,"$1,929.85 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Light Tower,2319R2291,4 Bulb Light Tower,01/02/2026,05/03/2026,PO-28122,RITM929458,"$1,419.86 ",Linked Profile Entry,junior_super_01
2026,1,Marshall Group,Boom Lift,S60XH-39557,"60ft BM - S-60X, DSL, FF, G/W",12/31/2025,05/30/2026,PO-96506,RITM822266,"$2,999.25 ",Linked Profile Entry,junior_super_01
2026,1,Nunez Group,Scrubber,209-2,sm riding scubber,12/31/2025,05/17/2026,PO-56072,RITM718115,$528.18 ,Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Skid Steer,RF0284,S70 Bobcat skid steer,01/02/2026,06/16/2026,PO-48088,RITM987122,"$3,566.26 ",Linked Profile Entry,junior_super_01
2026,1,Nguyen Ltd,Forklift,V26VF0000332,"9,000 LB PNEU DCFP",01/03/2026,05/24/2026,PO-27103,RITM282120,"$7,384.19 ",Linked Profile Entry,admin
2026,1,Harris LLC,Washer,10081,Aqueous Parts Washer - 3648,01/03/2026,03/28/2026,PO-90499,RITM466969,"$2,247.69 ",Linked Profile Entry,junior_super_01
2026,1,Nunez Group,Sweeper,202,riding sweeper,01/02/2026,05/16/2026,PO-23766,RITM568336,"$1,014.89 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Light Tower,430062,LIGHT TOWER TEREX RL4,12/30/2025,06/08/2026,PO-61548,RITM850955,"$1,966.88 ",Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Pickup Truck,3433-2,3/4 TON CC 4X4,01/01/2026,04/16/2026,PO-32232,RITM121648,$666.93 ,Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Flatbed Truck,3749,9 FLATBED EX CAB,12/30/2025,06/24/2026,PO-22942,RITM618226,"$2,519.81 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Light Tower,430018-2,LIGHT TOWER TEREX RL4,01/02/2026,02/04/2026,PO-63525,RITM598853,"$1,599.40 ",Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Pickup Truck,3163,3/4 TON CC 4X4,01/03/2026,02/20/2026,PO-89734,RITM288614,"$1,116.06 ",Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Pickup Truck,3115,1/2 TON REG CAB,01/01/2026,06/18/2026,PO-87063,RITM862374,"$2,250.46 ",Linked Profile Entry,admin
2026,1,West Inc,Loader,080200,LOADER CATERPILLAR - 930G,01/03/2026,03/17/2026,PO-88263,RITM786692,"$22,766.89 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Boom Lift,B07547,Z45 Electric Boom Lift,12/30/2025,05/02/2026,PO-17568,RITM905289,"$10,537.62 ",Linked Profile Entry,admin
2026,1,Griffin Ltd,Mobile Trailer,13006,60X12,01/01/2026,04/01/2026,PO-93806,RITM784241,$775.07 ,Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Pickup Truck,3433-3,3/4 TON CC 4X4,01/01/2026,02/10/2026,PO-32232,RITM121648,$666.93 ,Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Telehandler,226RU88,10/25/1900 0:00,12/30/2025,04/14/2026,PO-31682,RITM379755,"$19,545.48 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Scissor Lift,2118R3513,19 Electric scissor lift,01/02/2026,03/17/2026,PO-67625,RITM716064,$824.94 ,Linked Profile Entry,junior_super_01
2026,1,Robbins and Sons,Crane,10899,Terex RT230-2,01/02/2026,03/30/2026,PO-43565,RITM898183,"$4,587.36 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Telehandler,217R352,TL1255,12/29/2025,04/15/2026,PO-17612,RITM861881,"$3,315.12 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Air Compressor & Attachments,2121R734,185 Compressor,01/03/2026,06/01/2026,PO-48695,RITM900244,"$1,363.65 ",Linked Profile Entry,junior_super_01
2026,1,Marshall Group,Boom Lift,MG-77392,Telescopic Boom Lift — 86 ft,12/29/2025,02/19/2026,PO-2026-0492,—,"$4,950.00 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Pickup Truck,600110,DODGE 1500 CREW CAB 4X4,12/30/2025,06/02/2026,PO-50776,RITM143338,"$1,053.63 ",Linked Profile Entry,junior_super_01
2026,1,Brown Group,Generator,BG-1139,800 kW Diesel Generator,01/01/2026,05/11/2026,PO-2026-0489,—,"$14,500.00 ",Linked Profile Entry,admin
2026,1,Nguyen Ltd,Forklift,ATB3150161,6000 Elect,01/03/2026,03/26/2026,PO-76917,RITM876495,"$1,536.31 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Pickup Truck,600086,FORD F150 CREW CAB 4X4,01/01/2026,03/05/2026,PO-89422,RITM810056,$941.54 ,Linked Profile Entry,junior_super_01
2026,1,Robbins and Sons,Crane,10596,Grove RT540E,12/31/2025,04/16/2026,PO-19759,RITM115674,"$11,505.90 ",Linked Profile Entry,junior_super_01
2026,1,Nguyen Ltd,Forklift,AT14G50181,7000 Pneu DCFP,01/04/2026,05/02/2026,PO-89012,RITM372610,"$6,590.54 ",Linked Profile Entry,admin
2026,1,"Kelley, Acosta and Salazar",Telehandler,2019R1805,8 Diesel,12/29/2025,02/20/2026,PO-59465,RITM346463,"$1,842.26 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Stake Bed Truck,020833,STAKE TRUCK FORD - F350 CREW CAB,12/30/2025,06/27/2026,PO-78909,RITM607550,"$1,910.37 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Van,600089,FORD E SERIES CARGO,01/03/2026,05/14/2026,PO-66896,RITM219353,$848.37 ,Linked Profile Entry,junior_super_01
2026,1,Davidson PLC,Welding Equipment,10429723,027-0365 250 AMP CC SKYWELDER PKG,01/02/2026,04/23/2026,PO-23613,RITM792788,"$3,613.71 ",Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Pickup Truck,3339,1/2 TON CC 4X4,01/01/2026,03/20/2026,PO-59362,RITM352333,$607.45 ,Linked Profile Entry,junior_super_01
2026,1,Harris LLC,Washer,10087,Aqueous Parts Washer - 2840,12/30/2025,03/17/2026,PO-78204,RITM305023,"$2,696.00 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Light Tower,2119R2025,4 Bulb Light Tower,12/31/2025,02/23/2026,PO-36645,RITM990345,"$1,333.93 ",Linked Profile Entry,junior_super_01
2026,1,"Peterson, Kelly and Arnold",Box Vacuum,279234,BOX VACUUM 25YD,01/03/2026,06/07/2026,PO-20134,RITM854120,$821.94 ,Linked Profile Entry,junior_super_01
2026,1,Brown Group,Truck Snow,2476,TRUCK SNOW PLOW 7-8 FT,01/01/2026,03/06/2026,PO-96830,RITM721806,"$1,393.76 ",Linked Profile Entry,admin
2026,1,West Inc,Loader,080111,LOADER CATERPILLAR - 980H,01/03/2026,05/26/2026,PO-31916,RITM810703,"$8,173.42 ",Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Van,2973,15 PASSENGER VAN,01/02/2026,05/05/2026,PO-11170,RITM102172,"$3,849.14 ",Linked Profile Entry,junior_super_01
2026,1,"Peterson, Kelly and Arnold",Tank,245753,TANK POLY 6900 OR1000,12/31/2025,04/05/2026,PO-97238,RITM210458,"$3,559.78 ",Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Stake Bed Truck,3619,14 STAKEBED CC,12/31/2025,05/20/2026,PO-23734,RITM282180,"$1,575.43 ",Linked Profile Entry,junior_super_01
2026,1,"Peterson, Kelly and Arnold",Spillguard,BE00713,Spillguard 19x19x3 High Wall HexaPro 40,12/31/2025,03/27/2026,PO-61935,RITM548851,"$2,502.82 ",Linked Profile Entry,junior_super_01
2026,1,Davidson PLC,Manlift,1002142,058-0803 80ft ART MANLIFT W/JIB,12/31/2025,02/12/2026,PO-92963,RITM661284,"$5,215.05 ",Linked Profile Entry,admin
2026,1,"Morales, Allen and Jones",Welding Equipment,WD3-001661,300AMP Diesel,12/30/2025,04/07/2026,PO-74706,RITM552799,"$2,227.69 ",Linked Profile Entry,junior_super_01
2026,1,Robbins and Sons,Crane,10940,Broderson RT-300-2G,01/02/2026,04/24/2026,PO-62357,RITM915458,"$3,624.57 ",Linked Profile Entry,junior_super_01
2026,1,"Peterson, Kelly and Arnold",Fitting,720564,Adapter Reducing 6x4 Concentric Flange STL,01/03/2026,04/21/2026,PO-37345,RITM892221,"$3,412.18 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Pickup Truck,600037,FORD F350 CREW CAB 4X4,01/01/2026,02/20/2026,PO-51998,RITM490749,$802.71 ,Linked Profile Entry,junior_super_01
2026,1,Nguyen Ltd,Forklift,AT14G00040,"6,000 PNEU DC",01/04/2026,06/30/2026,PO-54195,RITM614114,"$3,811.44 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Tractor,400002,HARLAN TUG,12/30/2025,02/19/2026,PO-24933,RITM910944,"$3,418.35 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Dump Truck,160041,CATERPILLAR 740B ARTIC TRUCK,12/30/2025,03/23/2026,PO-66749,RITM794866,"$2,341.29 ",Linked Profile Entry,junior_super_01
2026,1,Nguyen Ltd,Forklift,AT3533073,5000 Pneu LP,12/31/2025,06/28/2026,PO-67226,RITM178327,"$4,458.20 ",Linked Profile Entry,junior_super_01
2026,1,"Peterson, Kelly and Arnold",Box Vacuum,279234-2,BOX VACUUM 25YD,12/29/2025,04/26/2026,PO-20134,RITM854120,$821.94 ,Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Telehandler,1819R1672 2119RA277,TX1000 with bucket attachment,01/02/2026,05/16/2026,PO-43306,RITM591600,"$3,807.17 ",Linked Profile Entry,junior_super_01
2026,1,"Kelley, Acosta and Salazar",Scissor Lift,B16920SM,19 Electric scissor lift,01/04/2026,03/18/2026,PO-59763,RITM987900,$560.48 ,Linked Profile Entry,junior_super_01
2026,1,Marshall Group,Boom Lift,Z34NF-17884,"34ft Elec Art BM - Z34/22N, NM/T",12/30/2025,03/23/2026,PO-16066,RITM483719,"$2,832.58 ",Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Pickup Truck,3473,3/4 TON CC 4X4,12/31/2025,05/29/2026,PO-77321,RITM643058,$824.96 ,Linked Profile Entry,junior_super_01
2026,1,"Peterson, Kelly and Arnold",Tank,253383-2,TANK MIXER COIL 4PDL 10HP CTD,01/01/2026,05/30/2026,PO-45392,RITM869586,"$9,165.62 ",Linked Profile Entry,admin
2026,1,Smith LLC,Pickup Truck,3356,1/2 TON CC 4X4,01/03/2026,03/30/2026,PO-51933,RITM889127,$811.85 ,Linked Profile Entry,junior_super_01
2026,1,West Inc,Forklift,150102,KONECRANE FORKLIFT SMV-25,12/30/2025,03/04/2026,PO-53988,RITM234940,"$4,648.60 ",Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Stake Bed Truck,2636,22 STAKEBED,12/30/2025,05/04/2026,PO-69584,RITM510013,"$1,315.78 ",Linked Profile Entry,junior_super_01
2026,1,Nguyen Ltd,Forklift,AT19F50107,"9,000 LB PNEU DCR",12/31/2025,03/05/2026,PO-29788,RITM182725,"$2,711.36 ",Linked Profile Entry,junior_super_01
2026,1,Nguyen Ltd,Walkie Pallet Stacker,98386914-2,4500 WALKIE,12/31/2025,02/25/2026,PO-89544,RITM850323,$519.35 ,Linked Profile Entry,junior_super_01
2026,1,Smith LLC,Pickup Truck,3169,1/2 TON CC 4X4,12/29/2025,06/01/2026,PO-50240,RITM181659,"$1,031.06 ",Linked Profile Entry,junior_super_01
2026,1,West Inc,Pickup Truck,600144-2,CHEVY 1500 CREW CAB 4X4,01/04/2026,03/13/2026,PO-22813,RITM447119,$899.48 ,Linked Profile Entry,junior_super_01
